
 occurs 35772 times.
loadBodyFromText occurs 5 times.
loadContactPicture occurs 1 times.
loadCurrentArtistImage occurs 1 times.
loadCurrentArtwork occurs 1 times.
loadData occurs 1 times.
loadDataWithBaseURL occurs 1 times.
loadDbCache occurs 2 times.
loadGanttFunction occurs 4 times.
loadHeaders occurs 6 times.
loadHeadersFromResource occurs 1 times.
loadIdentities occurs 2 times.
loadImage occurs 5 times.
loadImages occurs 1 times.
loadInBackground occurs 16 times.
loadLogoFromManifest occurs 3 times.
loadMessageForView occurs 2 times.
loadMessageForViewBodyAvailable occurs 4 times.
loadMessageForViewFailed occurs 3 times.
loadMessageForViewFinished occurs 3 times.
loadMessageForViewHeadersAvailable occurs 2 times.
loadMessageForViewRemote occurs 1 times.
loadMessageForViewRemoteSynchronous occurs 2 times.
loadMessageForViewStarted occurs 3 times.
loadMoreMessages occurs 1 times.
loadNotifications occurs 1 times.
loadPreferences occurs 16 times.
loadPrefs occurs 3 times.
loadRule occurs 1 times.
loadRuleSparse occurs 2 times.
loadSearchResults occurs 1 times.
loadSearchResultsSynchronous occurs 3 times.
loadStandardInfo occurs 1 times.
loadState occurs 10 times.
loadUiOptionsFromManifest occurs 4 times.
loadValues occurs 2 times.
location occurs 1 times.
lock occurs 4 times.
lockProvider occurs 1 times.
lockRead occurs 2 times.
lockWrite occurs 9 times.
log occurs 70 times.
logBestNetwork occurs 3 times.
logPreferences occurs 2 times.
logScanResult occurs 2 times.
logger occurs 3 times.
logout occurs 8 times.
lookForSelectablePosition occurs 8 times.
ltrim occurs 1 times.
mToast occurs 2 times.
main occurs 8 times.
makeAlbumCursor occurs 2 times.
makeAlbumSongCursor occurs 2 times.
makeAndAddView occurs 6 times.
makeAndroidTestRunner occurs 2 times.
makeArtistAlbumCursor occurs 2 times.
makeArtistCursor occurs 2 times.
makeArtistSongCursor occurs 2 times.
makeAutoShuffleList occurs 1 times.
makeColorDrawable occurs 3 times.
makeCopy occurs 1 times.
makeDefaultPlaylists occurs 2 times.
makeFavoritesCursor occurs 2 times.
makeGenreCursor occurs 2 times.
makeGenreSongCursor occurs 2 times.
makeInAnimation occurs 4 times.
makeInsertItems occurs 2 times.
makeLabel occurs 3 times.
makeLastAddedCursor occurs 2 times.
makeMessageReference occurs 1 times.
makeNowPlayingCursor occurs 3 times.
makeOutAnimation occurs 4 times.
makePlaylistCursor occurs 2 times.
makePlaylistMenu occurs 1 times.
makePlaylistName occurs 2 times.
makePlaylistSongCursor occurs 2 times.
makeQueueCursor occurs 1 times.
makeRecentCursor occurs 2 times.
makeSearchCursor occurs 2 times.
makeSongCursor occurs 2 times.
makeTagNodeCopy occurs 3 times.
makeText occurs 8 times.
makeTimeString occurs 1 times.
makeTree occurs 5 times.
malformed occurs 5 times.
manageAudioFeature occurs 3 times.
map occurs 1 times.
mapIntToValue occurs 3 times.
markAllAsRead occurs 1 times.
markAllMessagesRead occurs 1 times.
markAsContacted occurs 2 times.
markAsDone occurs 4 times.
markAsExported occurs 1 times.
markMessageAsReadOnView occurs 3 times.
markServerMessagesRead occurs 2 times.
match occurs 2 times.
matchDns occurs 5 times.
matchFilter occurs 22 times.
matchIpAddress occurs 2 times.
maxSize occurs 2 times.
maybeSetupStrictMode occurs 2 times.
measureAccounts occurs 1 times.
measureChild occurs 4 times.
measureChildForCells occurs 4 times.
measureChildView occurs 14 times.
measureChildWithMargins occurs 8 times.
measureContentWidth occurs 10 times.
measureFloatView occurs 3 times.
measureHeight occurs 1 times.
measureHeightOfChildren occurs 2 times.
measureItemAndGetHeights occurs 4 times.
measureLong occurs 1 times.
measureScrapChild occurs 4 times.
measureShort occurs 1 times.
measureWidth occurs 1 times.
messageDeleted occurs 3 times.
messageFinished occurs 4 times.
messageHeaderViewAvailable occurs 2 times.
messageListCheckboxes occurs 1 times.
messageListPreviewLines occurs 1 times.
messageListSenderAboveSubject occurs 1 times.
messageRemoved occurs 2 times.
messageStarted occurs 4 times.
messageUidChanged occurs 2 times.
messageViewFinished occurs 1 times.
messageViewFixedWidthFont occurs 1 times.
messageViewReturnToList occurs 1 times.
messageViewShowNext occurs 1 times.
messagesArrived occurs 3 times.
messagesFinished occurs 4 times.
messagesFlagsChanged occurs 2 times.
messagesPendingSend occurs 1 times.
messagesRemoved occurs 2 times.
migrateToLatest occurs 1 times.
mimeTypeMatches occurs 2 times.
missCount occurs 1 times.
mkdir occurs 1 times.
mobileOptimizedLayout occurs 1 times.
modeMismatch occurs 1 times.
modifyActionToSupportUserAccount occurs 3 times.
modifyGmailAndTwitterParam occurs 2 times.
modifyRequestToAcceptGzipResponse occurs 2 times.
move occurs 14 times.
moveHeaderToLayout occurs 2 times.
moveHeaderToWebViewTitleBar occurs 2 times.
moveMessage occurs 3 times.
moveMessages occurs 7 times.
moveMessagesInThread occurs 1 times.
moveOrCopyMessageSynchronous occurs 5 times.
moveOrCopyMessages occurs 4 times.
moveQueueItem occurs 3 times.
moveRecursive occurs 2 times.
moveToFirst occurs 4 times.
moveToLast occurs 4 times.
moveToNext occurs 4 times.
moveToPosition occurs 19 times.
moveToPrevious occurs 4 times.
moveToYCoordinate occurs 2 times.
moveTrackersIfNeeded occurs 4 times.
mustAddRequiredParent occurs 2 times.
nCallFloatMethod occurs 4 times.
nCallIntMethod occurs 4 times.
nGetFloatMethod occurs 4 times.
nGetIntMethod occurs 4 times.
nagNotification occurs 2 times.
name occurs 1 times.
nearCenter occurs 4 times.
needsDividerAfter occurs 6 times.
needsDividerBefore occurs 6 times.
needsUserAttention occurs 1 times.
networkError occurs 1 times.
networkUp occurs 2 times.
newAccount occurs 1 times.
newArray occurs 21 times.
newArrayList occurs 1 times.
newDecoder occurs 1 times.
newDlg occurs 5 times.
newDlgBuilder occurs 3 times.
newDocumentBuilder occurs 2 times.
newEncoder occurs 1 times.
newFolders occurs 1 times.
newGame occurs 16 times.
newInputStream occurs 2 times.
newInstance occurs 44 times.
newLinkedList occurs 1 times.
newOutputStream occurs 1 times.
newPassword occurs 3 times.
newTab occurs 6 times.
newVersionCheck occurs 2 times.
newView occurs 6 times.
newWakeLock occurs 1 times.
next occurs 2 times.
nextInt occurs 1 times.
nextOf occurs 2 times.
noQuote occurs 32 times.
nodeEquals occurs 3 times.
normalisedVersion occurs 5 times.
normalizeColor occurs 2 times.
notify occurs 6 times.
notifyAccount occurs 3 times.
notifyAccountCancel occurs 4 times.
notifyAccountWithDataLocked occurs 3 times.
notifyBugged occurs 2 times.
notifyChange occurs 54 times.
notifyChanged occurs 5 times.
notifyConnecting occurs 3 times.
notifyDataModelNotDeleted occurs 6 times.
notifyDataSetChanged occurs 40 times.
notifyDataSetInvalidated occurs 2 times.
notifyFetchingMail occurs 2 times.
notifyFetchingMailCancel occurs 2 times.
notifyFileDeleted occurs 4 times.
notifyForegroundStateChanged occurs 1 times.
notifyHistoryChanged occurs 7 times.
notifyNetPrefChange occurs 2 times.
notifyObservers occurs 2 times.
notifyOnDismissListener occurs 4 times.
notifyPrefChange occurs 1 times.
notifyResult occurs 4 times.
notifySendFailed occurs 3 times.
notifySendPermFailed occurs 2 times.
notifySendTempFailed occurs 3 times.
notifyUserIfCertificateProblem occurs 6 times.
notifyWhileSending occurs 2 times.
notifyWhileSendingDone occurs 2 times.
notifyWrap occurs 5 times.
nullSafePut occurs 4 times.
obtainMessage occurs 4 times.
obtainView occurs 2 times.
ofFloat occurs 16 times.
ofInt occurs 16 times.
ofKeyframe occurs 6 times.
ofObject occurs 16 times.
ofPropertyValuesHolder occurs 4 times.
offhook occurs 5 times.
okayAction occurs 3 times.
olderThan occurs 1 times.
onAbout occurs 2 times.
onAccountChosen occurs 2 times.
onAccountSelected occurs 4 times.
onAccountUnavailable occurs 4 times.
onAccounts occurs 5 times.
onAcquire occurs 6 times.
onActionItemClicked occurs 8 times.
onActionModeFinished occurs 12 times.
onActionModeStarted occurs 12 times.
onActionViewCollapsed occurs 6 times.
onActionViewExpanded occurs 6 times.
onActivateAccount occurs 3 times.
onActivityCreated occurs 22 times.
onActivityResult occurs 35 times.
onAddAttachment occurs 2 times.
onAddCcBcc occurs 6 times.
onAddNewAccount occurs 3 times.
onAddSenderToContacts occurs 2 times.
onAfterUnmount occurs 1 times.
onAnimationCancel occurs 18 times.
onAnimationEnd occurs 25 times.
onAnimationRepeat occurs 18 times.
onAnimationStart occurs 18 times.
onAnimationUpdate occurs 2 times.
onArchive occurs 8 times.
onAttach occurs 22 times.
onAttachedToWindow occurs 13 times.
onAudioFocusChange occurs 1 times.
onBackPressed occurs 13 times.
onBackStackChanged occurs 1 times.
onBeforeUnmount occurs 1 times.
onBind occurs 25 times.
onBindDialogView occurs 2 times.
onBindView occurs 3 times.
onBoundsChange occurs 1 times.
onBuildHeaders occurs 1 times.
onButtonClick occurs 2 times.
onCallStateChanged occurs 3 times.
onCancel occurs 15 times.
onCanceled occurs 1 times.
onCancelled occurs 10 times.
onCenterItemClick occurs 2 times.
onChange occurs 4 times.
onChanged occurs 13 times.
onCheckMail occurs 2 times.
onCheckedChanged occurs 8 times.
onChildClick occurs 1 times.
onChooseActivity occurs 4 times.
onChooseAutoExpandFolder occurs 1 times.
onChooseChipColor occurs 2 times.
onChooseContactNameColor occurs 2 times.
onChooseLedColor occurs 2 times.
onClear occurs 2 times.
onClearCommands occurs 2 times.
onClearFolder occurs 2 times.
onClick occurs 284 times.
onClose occurs 3 times.
onCloseClicked occurs 6 times.
onCloseMenu occurs 20 times.
onCloseSubMenu occurs 4 times.
onColorChanged occurs 3 times.
onCompact occurs 2 times.
onCompletion occurs 1 times.
onCompose occurs 5 times.
onCompositionSettings occurs 2 times.
onConfigurationChanged occurs 27 times.
onContentChanged occurs 1 times.
onContextItemSelected occurs 32 times.
onCopy occurs 8 times.
onCreate occurs 201 times.
onCreateActionMode occurs 8 times.
onCreateActionView occurs 6 times.
onCreateAnimation occurs 2 times.
onCreateContextMenu occurs 33 times.
onCreateDialog occurs 33 times.
onCreateDialogView occurs 1 times.
onCreateFloatView occurs 3 times.
onCreateLoader occurs 28 times.
onCreateOptionsMenu occurs 97 times.
onCreatePanelMenu occurs 14 times.
onCreateView occurs 35 times.
onCustomKeyDown occurs 2 times.
onCycleSort occurs 1 times.
onDataConnectionStateChanged occurs 1 times.
onDataSetChanged occurs 1 times.
onDateSet occurs 1 times.
onDecryptActivityResult occurs 3 times.
onDecryptDone occurs 2 times.
onDelete occurs 8 times.
onDeleteAccount occurs 2 times.
onDeleted occurs 1 times.
onDestroy occurs 48 times.
onDestroyActionMode occurs 8 times.
onDestroyFloatView occurs 2 times.
onDestroyView occurs 4 times.
onDetach occurs 7 times.
onDetachedFromWindow occurs 24 times.
onDialogClosed occurs 4 times.
onDisabled occurs 2 times.
onDiscard occurs 5 times.
onDismiss occurs 9 times.
onDone occurs 2 times.
onDoubleTap occurs 2 times.
onDown occurs 3 times.
onDownloadRemainder occurs 2 times.
onDragFloatView occurs 3 times.
onDragTouchEvent occurs 2 times.
onDraw occurs 31 times.
onDrawVerticalScrollBar occurs 1 times.
onEditAccount occurs 7 times.
onEditPrefs occurs 6 times.
onEditorAction occurs 5 times.
onEmptyTrash occurs 4 times.
onEnabled occurs 2 times.
onEncryptDone occurs 1 times.
onEncryptionKeySelectionDone occurs 1 times.
onError occurs 1 times.
onEulaAgreedTo occurs 2 times.
onEvent occurs 1 times.
onExport occurs 3 times.
onExpunge occurs 4 times.
onFinish occurs 9 times.
onFinishEditDialog occurs 3 times.
onFinishInflate occurs 14 times.
onFling occurs 6 times.
onFocusChange occurs 3 times.
onFocusChanged occurs 2 times.
onFontSizeSettings occurs 2 times.
onForward occurs 7 times.
onFragmentPauseRequest occurs 2 times.
onGetDefaultValue occurs 1 times.
onGetViewFactory occurs 1 times.
onGlobalLayout occurs 7 times.
onGroupClick occurs 1 times.
onHandleIntent occurs 2 times.
onHoverEvent occurs 6 times.
onIdle occurs 1 times.
onImap occurs 2 times.
onImport occurs 6 times.
onIncomingSettings occurs 2 times.
onInitializeAccessibilityEvent occurs 10 times.
onInitializeAccessibilityNodeInfo occurs 4 times.
onIntChanged occurs 4 times.
onInterceptTouchEvent occurs 7 times.
onInvalidated occurs 7 times.
onItemActionRequestChanged occurs 2 times.
onItemClick occurs 50 times.
onItemClicked occurs 8 times.
onItemLongClick occurs 8 times.
onItemSelected occurs 16 times.
onItemVisibleChanged occurs 2 times.
onItemsChanged occurs 28 times.
onKey occurs 5 times.
onKeyDown occurs 8 times.
onKeyLongPress occurs 1 times.
onKeyPreIme occurs 2 times.
onKeyUp occurs 3 times.
onLastItemVisible occurs 1 times.
onLayout occurs 19 times.
onLayoutChange occurs 2 times.
onLayoutChanged occurs 2 times.
onLoadFinished occurs 29 times.
onLoadResource occurs 4 times.
onLoaderReset occurs 28 times.
onLoadingDrawableSet occurs 4 times.
onLocationChanged occurs 1 times.
onLongClick occurs 14 times.
onLongPress occurs 3 times.
onLowMemory occurs 4 times.
onManageIdentities occurs 2 times.
onManualSetup occurs 4 times.
onMasterVisibilityChanged occurs 1 times.
onMeasure occurs 44 times.
onMeasureExactFormat occurs 4 times.
onMediaScannerConnected occurs 1 times.
onMenuItemActionCollapse occurs 4 times.
onMenuItemActionExpand occurs 4 times.
onMenuItemClick occurs 14 times.
onMenuItemSelected occurs 30 times.
onMenuModeChange occurs 8 times.
onMenuOpened occurs 12 times.
onMenuVisibilityChanged occurs 4 times.
onMessage occurs 1 times.
onMetaChanged occurs 6 times.
onMount occurs 5 times.
onMove occurs 14 times.
onMoveDown occurs 1 times.
onMoveUp occurs 1 times.
onMovedToScrapHeap occurs 1 times.
onNavigationItemSelected occurs 5 times.
onNetworkConnected occurs 2 times.
onNetworkConnecting occurs 2 times.
onNetworkDisconnected occurs 3 times.
onNewIntent occurs 8 times.
onNext occurs 8 times.
onNothingSelected occurs 12 times.
onOffhook occurs 1 times.
onOpen occurs 1 times.
onOpenAccount occurs 4 times.
onOpenFolder occurs 3 times.
onOpenMessage occurs 1 times.
onOpenSubMenu occurs 6 times.
onOptionsItemSelected occurs 103 times.
onOutgoingSettings occurs 2 times.
onPageFinished occurs 4 times.
onPageScrollStateChanged occurs 9 times.
onPageScrolled occurs 9 times.
onPageSelected occurs 9 times.
onPanelClosed occurs 12 times.
onPathEntered occurs 3 times.
onPause occurs 61 times.
onPerformDefaultAction occurs 4 times.
onPop occurs 2 times.
onPopulateAccessibilityEvent occurs 8 times.
onPostCreate occurs 13 times.
onPostExecute occurs 30 times.
onPostResume occurs 12 times.
onPreExecute occurs 16 times.
onPreferenceChange occurs 38 times.
onPreferenceClick occurs 34 times.
onPrepareActionMode occurs 8 times.
onPrepareDialog occurs 3 times.
onPrepareDialogBuilder occurs 1 times.
onPrepareOptionsMenu occurs 77 times.
onPreparePanel occurs 14 times.
onPrepareSubMenu occurs 6 times.
onProgressChanged occurs 4 times.
onProgressRefresh occurs 4 times.
onProgressUpdate occurs 7 times.
onProviderDisabled occurs 1 times.
onProviderEnabled occurs 1 times.
onPtrRestoreInstanceState occurs 3 times.
onPtrSaveInstanceState occurs 3 times.
onPull occurs 1 times.
onPullDownToRefresh occurs 1 times.
onPullEvent occurs 2 times.
onPullImpl occurs 4 times.
onPullToRefresh occurs 3 times.
onPullUpToRefresh occurs 1 times.
onQueryRefine occurs 2 times.
onQueryTextChange occurs 7 times.
onQueryTextSubmit occurs 7 times.
onReadReceipt occurs 2 times.
onRebind occurs 1 times.
onReceive occurs 49 times.
onReceivedError occurs 1 times.
onRecreate occurs 2 times.
onRefile occurs 3 times.
onRefresh occurs 11 times.
onRefreshComplete occurs 3 times.
onRefreshing occurs 4 times.
onRelease occurs 7 times.
onReleaseToRefresh occurs 3 times.
onRemoteSearch occurs 1 times.
onRemoteSearchRequested occurs 3 times.
onRepeat occurs 3 times.
onReply occurs 7 times.
onReplyAll occurs 7 times.
onRequestSendAccessibilityEvent occurs 2 times.
